Entity,Scorecard,Squad,Level,Status,Rule,Description,Failure Message,Last Evaluated
file-cache-proxy,Production Observable and Resilient,Big Yus,Baseline,Fail,Components must not write metrics to Slipstream,"Components must not write metrics to Slipstream, as per [production-observable-and-resilient/common/06-observability-platforms](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/common/06-observability-platforms/).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/slipstream_rule.py)
",2026-06-19T00:34:31.156228
file-cache-proxy,Production Observable and Resilient,Big Yus,Baseline,Fail,Components must not rely on OpenTSDB for alerting,"Components must not rely on OpenTSDB for alerting, as per [production-observable-and-resilient/common/06-observability-platforms](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/common/06-observability-platforms/).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/opentsdb_rule.py)
",2026-06-19T00:34:31.156228
file-cache-proxy,Production Observable and Resilient,Big Yus,Baseline,Fail,Repositories must use only OpenTelemetry API,"Repositories must use only OpenTelemetry API for traces and metrics, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport/).","For traces and metrics, components must be instrumented exclusively with OpenTelemetry API. Other tools like MShellMetrics, StatsD or Grappler log metric are deprecated.

Repository https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}} contains references to deprecated metrics clients.

Detected the following file counts:
* {{context.evaluation.captures.statsd}} files using skyscanner/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=skyscanner%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.statsd_legacy}} files using data-platform/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=data-platform%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.grappler_log_metric}} files using grappler SDK log_metric() logMetric() calls [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=""grappler.log.metric""+extension%3Apy+extension%3Ajs+extension%3Ats)
* {{context.evaluation.captures.mshell_metrics_java}} files using MShellMetrics Java [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=MShellMetrics+extension%3Ajava)
* {{context.evaluation.captures.mshell_metrics_node}} files using mshell-node-metrics [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=mshell-node-metrics+extension%3Ajs)
* {{context.evaluation.captures.mshell_metrics_python}} files using mshell_metrics Python imports [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}//search?q=""from+mshell_metrics""+extension%3Apy)
",2026-06-19T00:34:31.156228
file-cache-proxy-test,Changes Ship Reliably,Big Yus,Baseline,Fail,Components must be deployed regularly,"Components must be redeployed at least once every four weeks to ensure redeployability for faster disaster recovery, as per [changes-ship-reliably/redeployability](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/redeployability/).",You have not redeployed your component in the past four weeks. Please ensure that it is redeployed regularly.,2026-06-20T09:07:15.524077
file-cache-proxy-test,Customer Data Stays Protected,Big Yus,Baseline,Fail,Repositories must not have critical-severity code scanning issues,"Repositories must not have critical-severity code scanning issues detected by CodeQL analysis, as these represent the most severe security vulnerabilities that require immediate remediation, as per [customer-data-stays-protected/dependencies-code-vulnerabilities](https://production-standards.skyscannerpage.com/standards/customer-data-stays-protected/dependencies-code-vulnerabilities/).","Please remediate your **critical-severity** code scanning issues in {{context.entity.descriptor.info.x-cortex-git.github.repository}} repository.

You can view the alerts that need remediation here:
https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/security/code-scanning?query=is%3Aopen+severity%3Acritical

Detailed steps on how to resolve them can be found [here](https://skyscanner.atlassian.net/wiki/x/pQJ7V).",2026-06-20T08:51:17.757388
file-cache-proxy-test,Production Observable and Resilient,Big Yus,Baseline,Fail,Repositories must use only OpenTelemetry API,"Repositories must use only OpenTelemetry API for traces and metrics, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport/).","For traces and metrics, components must be instrumented exclusively with OpenTelemetry API. Other tools like MShellMetrics, StatsD or Grappler log metric are deprecated.

Repository https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}} contains references to deprecated metrics clients.

Detected the following file counts:
* {{context.evaluation.captures.statsd}} files using skyscanner/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=skyscanner%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.statsd_legacy}} files using data-platform/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=data-platform%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.grappler_log_metric}} files using grappler SDK log_metric() logMetric() calls [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=""grappler.log.metric""+extension%3Apy+extension%3Ajs+extension%3Ats)
* {{context.evaluation.captures.mshell_metrics_java}} files using MShellMetrics Java [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=MShellMetrics+extension%3Ajava)
* {{context.evaluation.captures.mshell_metrics_node}} files using mshell-node-metrics [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=mshell-node-metrics+extension%3Ajs)
* {{context.evaluation.captures.mshell_metrics_python}} files using mshell_metrics Python imports [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}//search?q=""from+mshell_metrics""+extension%3Apy)
",2026-06-19T00:38:27.744663
file-cache-read-test,Changes Ship Reliably,Big Yus,Baseline,Fail,Components must be deployed regularly,"Components must be redeployed at least once every four weeks to ensure redeployability for faster disaster recovery, as per [changes-ship-reliably/redeployability](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/redeployability/).",You have not redeployed your component in the past four weeks. Please ensure that it is redeployed regularly.,2026-06-20T09:07:52.203687
file-cache-repl-lam-test,Changes Ship Reliably,Big Yus,Baseline,Fail,Components must be deployed regularly,"Components must be redeployed at least once every four weeks to ensure redeployability for faster disaster recovery, as per [changes-ship-reliably/redeployability](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/redeployability/).",You have not redeployed your component in the past four weeks. Please ensure that it is redeployed regularly.,2026-06-20T09:07:48.287283
flight-amenities,Changes Ship Reliably,Orca,Baseline,Fail,Components must be deployed regularly,"Components must be redeployed at least once every four weeks to ensure redeployability for faster disaster recovery, as per [changes-ship-reliably/redeployability](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/redeployability/).",You have not redeployed your component in the past four weeks. Please ensure that it is redeployed regularly.,2026-06-20T09:31:53.123255
flight-amenities,Production Observable and Resilient,Orca,Baseline,Fail,Components must not write metrics to Slipstream,"Components must not write metrics to Slipstream, as per [production-observable-and-resilient/common/06-observability-platforms](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/common/06-observability-platforms/).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/slipstream_rule.py)
",2026-06-19T06:52:59.918872
flight-amenities,Production Observable and Resilient,Orca,Baseline,Fail,Components must follow custom metric naming conventions,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-19T06:52:59.918872
flight-amenities,Technology Stays Current,Orca,Baseline,Fail,Services must set maxRequestHeaderSize to 32KiB in production Dropwizard config,"Microservices must explicitly set `maxRequestHeaderSize: 32KiB` in
`prod.yml` or equivalent production Dropwizard config, as per
[technology-stays-current/http-request-header-size](https://production-standards.skyscannerpage.com/standards/technology-stays-current/http-request-header-size/).","Set `maxRequestHeaderSize: 32KiB` in every production Dropwizard config
file. If this service is (a) gRPC only and does not serve HTTP traffic, or (b) Not a Java service, please
request an exemption stating this as the reason.

{{^context.evaluation.captures.productionConfigFiles}}
No production Dropwizard config files matching `prod.yml`, `production.yml`, `prod-*.yml`, or `production-*.yml` were found.
{{/context.evaluation.captures.productionConfigFiles}}
{{#context.evaluation.captures.missingHeaderSizeFiles}}
The following production Dropwizard config files are missing `maxRequestHeaderSize: 32KiB`:
- `{{relativePath}}`
{{/context.evaluation.captures.missingHeaderSizeFiles}}",2026-06-20T09:31:54.986739
flight-amenities,Technology Stays Current,Orca,Baseline,Fail,Privacy and Consent Adoption,Services are required to adopt at least the specified minimum versions of the listed libraries as part of the P0 Privacy & Consent remediation effort to [remove utid as per](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/). This ensures that downstream data pipelines and ML models can transition from using utid to session_id.,"One or more P0 Privacy Change related libraries are below the minimum required version.
See the [Privacy and Consent: Session ID Adoption](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/) 
page for context around this ask. 
Check the table below for packages installed on your service. 
**Only rows showing a version in the Installed column need action** — empty rows mean the package is not present in your service.

| Library | Required | Installed |
|---|---|---|
| `net.skyscanner.grappler:grappler-logger-sdk` (Java) | >= 10.4.0 | {{context.evaluation.captures.grapplerJavaVersion.semver}} |
| `net.skyscanner.mshell:mshell-java-libs-bom` (Java) | >= 41.2.0 | {{context.evaluation.captures.mshellJavaLibsBomVersion.semver}} |
| `node-grappler-logger-sdk` (Node.js) | >= 3.1.0 | {{context.evaluation.captures.grapplerNodeVersion.semver}} |
| `grappler-logger-py3` (Python) | >= 10.1.0 | {{context.evaluation.captures.grapplerPyVersion.semver}} |
| `@skyscanner-internal/mshell-node-opentelemetry` (Node.js) | >= 4.4.0 | {{context.evaluation.captures.mshellNodeOtelVersion.semver}} |
| `@opentelemetry/api` (Node.js) | >= 1.9.0 | {{context.evaluation.captures.otelApiVersion.semver}} |
| `mshell-node-core` (Node.js) | >= 5.4.4 | {{context.evaluation.captures.mshellNodeCoreVersion.semver}} |
| `node-microsite-core` (Node.js) | >= 11.0.0 | {{context.evaluation.captures.nodeMicrositeCoreVersion.semver}} |
| `request-context-skyscanner` (Node.js) | >= 16.2.2 | {{context.evaluation.captures.requestContextVersion.semver}} |",2026-06-20T09:31:54.986739
flights-indicative-pipeline,Anyone Can Contribute Safely,Big Yus,Baseline,Fail,Repositories must have recent commits scanned by SonarQube,"Repositories must have less than 1 week between the most recent commit and most recent SonarQube scan to ensure code quality is continuously monitored, as per [anyone-can-contribute-safely/code-quality-monitoring](https://production-standards.skyscannerpage.com/standards/anyone-can-contribute-safely/code-quality-monitoring/).",Diff in weeks between most recent commit and most recent SonarQube scan: {{context.evaluation.captures.diff}}. [Note: a blank value indicates no scans performed],2026-06-19T12:29:47.250622
flights-indicative-pipeline,Technology Stays Current,Big Yus,Baseline,Fail,"AI agents, batch jobs and ETL must be written in Python","AI agents, batch jobs, and ETL pipelines must use Python as the primary programming language, as per [technology-stays-current/batch-job](https://production-standards.skyscannerpage.com/standards/technology-stays-current/batch-job/).",,2026-06-20T11:37:31.388263
flights-pricing-svc-cells,Changes Ship Reliably,Dancing Penguins,Baseline,Fail,Components must have consistent catalog naming,"Component names in Slingshot manifests must match the entity names in the catalog to maintain catalog integrity and enable reliable measurements, as per [changes-ship-reliably/component-service-name-mapping](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/component-service-name-mapping/).","Component names in your Slingshot manifest do not match the entity names in the catalog. To resolve this issue, ensure your serviceName in Slingshot configuration exactly matches your componentName in .catalog.yml. See the [Component Service Name Mapping guide](https://skyscanner.atlassian.net/wiki/x/o9K6Tg) for detailed migration steps and support resources.",2026-06-20T09:07:52.091018
flights-pricing-svc-cells,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Components must limit short-duration internal spans,"Components must limit short-duration internal spans, as per [production-observable-and-resilient/tracing/02-usage](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/tracing/02-usage).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/short_spans_rule.py)
",2026-06-19T11:49:13.178994
flights-pricing-svc-cells,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Components must not write metrics to Slipstream,"Components must not write metrics to Slipstream, as per [production-observable-and-resilient/common/06-observability-platforms](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/common/06-observability-platforms/).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/slipstream_rule.py)
",2026-06-19T11:49:13.178994
flights-pricing-svc-cells,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Components must not rely on OpenTSDB for alerting,"Components must not rely on OpenTSDB for alerting, as per [production-observable-and-resilient/common/06-observability-platforms](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/common/06-observability-platforms/).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/opentsdb_rule.py)
",2026-06-19T11:49:13.178994
flights-pricing-svc-cells,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Repositories must use only OpenTelemetry API,"Repositories must use only OpenTelemetry API for traces and metrics, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport/).","For traces and metrics, components must be instrumented exclusively with OpenTelemetry API. Other tools like MShellMetrics, StatsD or Grappler log metric are deprecated.

Repository https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}} contains references to deprecated metrics clients.

Detected the following file counts:
* {{context.evaluation.captures.statsd}} files using skyscanner/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=skyscanner%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.statsd_legacy}} files using data-platform/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=data-platform%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.grappler_log_metric}} files using grappler SDK log_metric() logMetric() calls [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=""grappler.log.metric""+extension%3Apy+extension%3Ajs+extension%3Ats)
* {{context.evaluation.captures.mshell_metrics_java}} files using MShellMetrics Java [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=MShellMetrics+extension%3Ajava)
* {{context.evaluation.captures.mshell_metrics_node}} files using mshell-node-metrics [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=mshell-node-metrics+extension%3Ajs)
* {{context.evaluation.captures.mshell_metrics_python}} files using mshell_metrics Python imports [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}//search?q=""from+mshell_metrics""+extension%3Apy)
",2026-06-19T11:49:13.178994
flights-pricing-svc-cells,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Components must follow custom metric naming conventions,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-19T11:49:13.178994
flights-pricing-svc-cells,Technology Stays Current,Dancing Penguins,Baseline,Fail,Services must set maxRequestHeaderSize to 32KiB in production Dropwizard config,"Microservices must explicitly set `maxRequestHeaderSize: 32KiB` in
`prod.yml` or equivalent production Dropwizard config, as per
[technology-stays-current/http-request-header-size](https://production-standards.skyscannerpage.com/standards/technology-stays-current/http-request-header-size/).","Set `maxRequestHeaderSize: 32KiB` in every production Dropwizard config
file. If this service is (a) gRPC only and does not serve HTTP traffic, or (b) Not a Java service, please
request an exemption stating this as the reason.

{{^context.evaluation.captures.productionConfigFiles}}
No production Dropwizard config files matching `prod.yml`, `production.yml`, `prod-*.yml`, or `production-*.yml` were found.
{{/context.evaluation.captures.productionConfigFiles}}
{{#context.evaluation.captures.missingHeaderSizeFiles}}
The following production Dropwizard config files are missing `maxRequestHeaderSize: 32KiB`:
- `{{relativePath}}`
{{/context.evaluation.captures.missingHeaderSizeFiles}}",2026-06-20T09:07:57.224134
flights-search-speed-astro-dag,Changes Ship Reliably,Dancing Penguins,Baseline,Fail,Components must be deployed regularly,"Components must be redeployed at least once every four weeks to ensure redeployability for faster disaster recovery, as per [changes-ship-reliably/redeployability](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/redeployability/).",You have not redeployed your component in the past four weeks. Please ensure that it is redeployed regularly.,2026-06-20T09:45:50.39332
flightspricing-statistics-java,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Repositories must use only OpenTelemetry API,"Repositories must use only OpenTelemetry API for traces and metrics, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport/).","For traces and metrics, components must be instrumented exclusively with OpenTelemetry API. Other tools like MShellMetrics, StatsD or Grappler log metric are deprecated.

Repository https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}} contains references to deprecated metrics clients.

Detected the following file counts:
* {{context.evaluation.captures.statsd}} files using skyscanner/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=skyscanner%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.statsd_legacy}} files using data-platform/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=data-platform%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.grappler_log_metric}} files using grappler SDK log_metric() logMetric() calls [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=""grappler.log.metric""+extension%3Apy+extension%3Ajs+extension%3Ats)
* {{context.evaluation.captures.mshell_metrics_java}} files using MShellMetrics Java [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=MShellMetrics+extension%3Ajava)
* {{context.evaluation.captures.mshell_metrics_node}} files using mshell-node-metrics [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=mshell-node-metrics+extension%3Ajs)
* {{context.evaluation.captures.mshell_metrics_python}} files using mshell_metrics Python imports [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}//search?q=""from+mshell_metrics""+extension%3Apy)
",2026-06-19T10:57:28.730892
flying-circus,Technology Stays Current,Fuel RaTS,Baseline,Fail,"AI agents, batch jobs and ETL must be written in Python","AI agents, batch jobs, and ETL pipelines must use Python as the primary programming language, as per [technology-stays-current/batch-job](https://production-standards.skyscannerpage.com/standards/technology-stays-current/batch-job/).",,2026-06-20T09:12:47.721613
fresh-quote-store-service,Production Observable and Resilient,Big Yus,Baseline,Fail,Components must not write metrics to Slipstream,"Components must not write metrics to Slipstream, as per [production-observable-and-resilient/common/06-observability-platforms](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/common/06-observability-platforms/).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/slipstream_rule.py)
",2026-06-19T12:02:47.102723
fresh-quote-store-service,Production Observable and Resilient,Big Yus,Baseline,Fail,Repositories must use only OpenTelemetry API,"Repositories must use only OpenTelemetry API for traces and metrics, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport/).","For traces and metrics, components must be instrumented exclusively with OpenTelemetry API. Other tools like MShellMetrics, StatsD or Grappler log metric are deprecated.

Repository https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}} contains references to deprecated metrics clients.

Detected the following file counts:
* {{context.evaluation.captures.statsd}} files using skyscanner/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=skyscanner%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.statsd_legacy}} files using data-platform/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=data-platform%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.grappler_log_metric}} files using grappler SDK log_metric() logMetric() calls [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=""grappler.log.metric""+extension%3Apy+extension%3Ajs+extension%3Ats)
* {{context.evaluation.captures.mshell_metrics_java}} files using MShellMetrics Java [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=MShellMetrics+extension%3Ajava)
* {{context.evaluation.captures.mshell_metrics_node}} files using mshell-node-metrics [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=mshell-node-metrics+extension%3Ajs)
* {{context.evaluation.captures.mshell_metrics_python}} files using mshell_metrics Python imports [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}//search?q=""from+mshell_metrics""+extension%3Apy)
",2026-06-19T12:02:47.102723
fresh-quote-store-service,Technology Stays Current,Big Yus,Baseline,Fail,Services must set maxRequestHeaderSize to 32KiB in production Dropwizard config,"Microservices must explicitly set `maxRequestHeaderSize: 32KiB` in
`prod.yml` or equivalent production Dropwizard config, as per
[technology-stays-current/http-request-header-size](https://production-standards.skyscannerpage.com/standards/technology-stays-current/http-request-header-size/).","Set `maxRequestHeaderSize: 32KiB` in every production Dropwizard config
file. If this service is (a) gRPC only and does not serve HTTP traffic, or (b) Not a Java service, please
request an exemption stating this as the reason.

{{^context.evaluation.captures.productionConfigFiles}}
No production Dropwizard config files matching `prod.yml`, `production.yml`, `prod-*.yml`, or `production-*.yml` were found.
{{/context.evaluation.captures.productionConfigFiles}}
{{#context.evaluation.captures.missingHeaderSizeFiles}}
The following production Dropwizard config files are missing `maxRequestHeaderSize: 32KiB`:
- `{{relativePath}}`
{{/context.evaluation.captures.missingHeaderSizeFiles}}",2026-06-20T09:21:03.926491
fuel-rats-squad,Production Observable and Resilient,Fuel RaTS,Baseline,Fail,Teams must not have pending incidents older than 14 days,Teams must not have incidents which are Mitigated but have not yet been closed that are older than 14 days. [See Live Incidents](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/incident-management/live-incidents/),"{{#context.evaluation.captures.incidents}}
* [**{{name}}**]({{url}}) - _{{status}}_
{{/context.evaluation.captures.incidents}}",2026-06-18T12:35:11.840819
ganymede-squad,Production Observable and Resilient,Ganymede,Baseline,Fail,Teams must not have pending incidents older than 14 days,Teams must not have incidents which are Mitigated but have not yet been closed that are older than 14 days. [See Live Incidents](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/incident-management/live-incidents/),"{{#context.evaluation.captures.incidents}}
* [**{{name}}**]({{url}}) - _{{status}}_
{{/context.evaluation.captures.incidents}}",2026-06-18T12:47:45.01595
garen,Changes Ship Reliably,Ganymede,Baseline,Fail,Repositories must be deployed to Astro using the reusable workflow,"All data pipelines must be implemented as Airflow DAGs deployed, scheduled and orchestrated using Astro.

[See Data Pipeline Orchestration](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/data-pipeline-orchestration/)","Astro deployment workflow `skyscanner/reusable-workflows/.github/workflows/astro-dag.yaml@main` must be used in Github workflows with file names: 
- .github/workflows/astro_dag.yml or .github/workflows/astro_dag.yaml
- .github/workflows/astro-dag.yml or .github/workflows/astro-dag.yaml
- .github/workflows/main.yml or .github/workflows/main.yaml

Results:
- Valid Github workflow file found: `{{context.evaluation.captures.workflow_file_found}}`
- Astro deployment workflow file found: `{{context.evaluation.captures.astro_workflow_found}}`",2026-06-20T09:11:41.681168
global-cache-proxy,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Components must not write metrics to Slipstream,"Components must not write metrics to Slipstream, as per [production-observable-and-resilient/common/06-observability-platforms](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/common/06-observability-platforms/).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/slipstream_rule.py)
",2026-06-19T11:03:15.917583
global-cache-proxy,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Components must not rely on OpenTSDB for alerting,"Components must not rely on OpenTSDB for alerting, as per [production-observable-and-resilient/common/06-observability-platforms](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/common/06-observability-platforms/).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/opentsdb_rule.py)
",2026-06-19T11:03:15.917583
global-cache-proxy,Production Observable and Resilient,Dancing Penguins,Baseline,Fail,Repositories must use only OpenTelemetry API,"Repositories must use only OpenTelemetry API for traces and metrics, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport/).","For traces and metrics, components must be instrumented exclusively with OpenTelemetry API. Other tools like MShellMetrics, StatsD or Grappler log metric are deprecated.

Repository https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}} contains references to deprecated metrics clients.

Detected the following file counts:
* {{context.evaluation.captures.statsd}} files using skyscanner/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=skyscanner%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.statsd_legacy}} files using data-platform/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=data-platform%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.grappler_log_metric}} files using grappler SDK log_metric() logMetric() calls [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=""grappler.log.metric""+extension%3Apy+extension%3Ajs+extension%3Ats)
* {{context.evaluation.captures.mshell_metrics_java}} files using MShellMetrics Java [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=MShellMetrics+extension%3Ajava)
* {{context.evaluation.captures.mshell_metrics_node}} files using mshell-node-metrics [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=mshell-node-metrics+extension%3Ajs)
* {{context.evaluation.captures.mshell_metrics_python}} files using mshell_metrics Python imports [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}//search?q=""from+mshell_metrics""+extension%3Apy)
",2026-06-19T11:03:15.917583
