Entity,Scorecard,Squad,Level,Status,Rule,Description,Failure Message,Last Evaluated
prod_trusted_silver.quote_scraping.hotel_search_scrape,"Data, AI, and ML Governed",Halo,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:33:51.221226
prod_trusted_silver.quote_scraping.package_scrape,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:38:10.119474
prod_trusted_silver.quote_scraping.package_search_scrape,"Data, AI, and ML Governed",Halo,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:34:01.489588
prod_trusted_silver.revenue_scraper.partner_booking_performance,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-19T12:34:22.099876
prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have data retention defined,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined.,2026-06-19T12:34:20.677375
prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-19T12:34:20.677375
prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-19T12:34:20.677375
prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have valid data classification,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification.,2026-06-19T12:34:20.677375
prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have a description,Datasets in Unity Catalog should have a description.,Dataset does not have a description.,2026-06-19T12:34:20.677375
prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have valid data category,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category.,2026-06-19T12:34:20.677375
prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-19T12:34:20.677375
prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-19T12:34:20.677375
prod_trusted_silver.tcs_price_accuracy_flight.dv_tcs_attributes_accuracy,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:34:49.982832
prod_trusted_silver.tcs_price_accuracy_flight.dv_tcs_attributes_accuracy,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets with business critical data must be monitored by Monte Carlo,"Business critical datasets must be monitored by Monte Carlo.

See how-to guide for enabling Monte Carlo monitoring: https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/1073352149/HOW+TO+Setup+Monte+Carlo+for+achieving+Dataset+Health+Level+3",Dataset is not monitored by Monte Carlo.,2026-06-19T12:34:49.982832
prod_trusted_silver.tcs_price_accuracy_flight.dv_tcs_attributes_accuracy,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets with business critical data must have basic monitors enabled in Monte Carlo,"Business critical datasets must have the following monitors enabled by Monte Carlo:
- schema_changes
- row_count
- time_since_last_row_count_change
- time_since_last_update

See how-to guide: https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/1073352149/HOW+TO+Setup+Monte+Carlo+for+achieving+Dataset+Health+Level+3",Basic monitors are not enabled in Monte Carlo.  Matched count `{{context.evaluation.captures.matched_monitors_enabled_count}}`,2026-06-19T12:34:49.982832
psm-tooling-project,Technology Stays Current,Falcon,Baseline,Fail,Lambda functions must not use end-of-life runtimes,"Lambda functions must not use runtime versions that have reached end-of-life, as these are no longer supported by AWS, as per [technology-stays-current/aws-lambda](https://production-standards.skyscannerpage.com/standards/technology-stays-current/aws-lambda/).","""To see which resources are failing this rule and must be updated to use a
supported Lambda runtime, check out the [Wiz Security
Graph](https://app.wiz.io/explorer/graph#%7E%28queryTitle%7E%27Lambda*20functions*20must*20not*20use*20eol*20or*20deprecated*20runtime%7Econtrol%7E%277d3283c1-dc23-5a51-a3f2-d3cd12f6782d%7Elayers%7E%28%7E%27public_exposure%29%7Eview%7E%27table%7Equery%7E%28relationships%7E%28%7E%28type%7E%28%7E%28reverse%7Etrue%7Etype%7E%27ALERTED_ON%29%29%7Ewith%7E%28select%7Etrue%7Etype%7E%28%7E%27CONFIGURATION_FINDING%29%7Ewhere%7E%28_and%7E%28%7E%28configurationRuleShortName%7E%28EQUALS%7E%28%7E%27Custom-Rule-2%29%29%29%7E%28_productIDs%7E%28LIST_CONTAINS_ALL%7E%28%7E%27883be774-f164-5203-9348-90177e6be117%29%29%29%29%29%29%29%29%7Eselect%7Etrue%7Etype%7E%28%7E%27SERVERLESS%29%29%29)
and update the Project filter for your project name.""",2026-06-20T08:56:06.561236
pt-pipeline-batch-jobs-staging,Changes Ship Reliably,Libra,Baseline,Fail,Components must be deployed regularly,"Components must be redeployed at least once every four weeks to ensure redeployability for faster disaster recovery, as per [changes-ship-reliably/redeployability](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/redeployability/).",You have not redeployed your component in the past four weeks. Please ensure that it is redeployed regularly.,2026-06-20T09:35:36.975808
quote-aggregator,Technology Stays Current,Big Yus,Baseline,Fail,"AI agents, batch jobs and ETL must be written in Python","AI agents, batch jobs, and ETL pipelines must use Python as the primary programming language, as per [technology-stays-current/batch-job](https://production-standards.skyscannerpage.com/standards/technology-stays-current/batch-job/).",,2026-06-20T09:07:54.796228
quote-cache-accessor,Production Observable and Resilient,Orange,Baseline,Fail,Components must follow custom metric naming conventions,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-19T06:19:33.226152
quote-cache-accessor,Technology Stays Current,Orange,Baseline,Fail,Privacy and Consent Adoption,Services are required to adopt at least the specified minimum versions of the listed libraries as part of the P0 Privacy & Consent remediation effort to [remove utid as per](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/). This ensures that downstream data pipelines and ML models can transition from using utid to session_id.,"One or more P0 Privacy Change related libraries are below the minimum required version.
See the [Privacy and Consent: Session ID Adoption](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/) 
page for context around this ask. 
Check the table below for packages installed on your service. 
**Only rows showing a version in the Installed column need action** — empty rows mean the package is not present in your service.

| Library | Required | Installed |
|---|---|---|
| `net.skyscanner.grappler:grappler-logger-sdk` (Java) | >= 10.4.0 | {{context.evaluation.captures.grapplerJavaVersion.semver}} |
| `net.skyscanner.mshell:mshell-java-libs-bom` (Java) | >= 41.2.0 | {{context.evaluation.captures.mshellJavaLibsBomVersion.semver}} |
| `node-grappler-logger-sdk` (Node.js) | >= 3.1.0 | {{context.evaluation.captures.grapplerNodeVersion.semver}} |
| `grappler-logger-py3` (Python) | >= 10.1.0 | {{context.evaluation.captures.grapplerPyVersion.semver}} |
| `@skyscanner-internal/mshell-node-opentelemetry` (Node.js) | >= 4.4.0 | {{context.evaluation.captures.mshellNodeOtelVersion.semver}} |
| `@opentelemetry/api` (Node.js) | >= 1.9.0 | {{context.evaluation.captures.otelApiVersion.semver}} |
| `mshell-node-core` (Node.js) | >= 5.4.4 | {{context.evaluation.captures.mshellNodeCoreVersion.semver}} |
| `node-microsite-core` (Node.js) | >= 11.0.0 | {{context.evaluation.captures.nodeMicrositeCoreVersion.semver}} |
| `request-context-skyscanner` (Node.js) | >= 16.2.2 | {{context.evaluation.captures.requestContextVersion.semver}} |",2026-06-20T09:16:22.179527
quote-cache-accessor-carhire,Production Observable and Resilient,Orange,Baseline,Fail,Components must follow custom metric naming conventions,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-19T11:34:01.505127
quote-cache-accessor-carhire,Technology Stays Current,Orange,Baseline,Fail,Privacy and Consent Adoption,Services are required to adopt at least the specified minimum versions of the listed libraries as part of the P0 Privacy & Consent remediation effort to [remove utid as per](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/). This ensures that downstream data pipelines and ML models can transition from using utid to session_id.,"One or more P0 Privacy Change related libraries are below the minimum required version.
See the [Privacy and Consent: Session ID Adoption](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/) 
page for context around this ask. 
Check the table below for packages installed on your service. 
**Only rows showing a version in the Installed column need action** — empty rows mean the package is not present in your service.

| Library | Required | Installed |
|---|---|---|
| `net.skyscanner.grappler:grappler-logger-sdk` (Java) | >= 10.4.0 | {{context.evaluation.captures.grapplerJavaVersion.semver}} |
| `net.skyscanner.mshell:mshell-java-libs-bom` (Java) | >= 41.2.0 | {{context.evaluation.captures.mshellJavaLibsBomVersion.semver}} |
| `node-grappler-logger-sdk` (Node.js) | >= 3.1.0 | {{context.evaluation.captures.grapplerNodeVersion.semver}} |
| `grappler-logger-py3` (Python) | >= 10.1.0 | {{context.evaluation.captures.grapplerPyVersion.semver}} |
| `@skyscanner-internal/mshell-node-opentelemetry` (Node.js) | >= 4.4.0 | {{context.evaluation.captures.mshellNodeOtelVersion.semver}} |
| `@opentelemetry/api` (Node.js) | >= 1.9.0 | {{context.evaluation.captures.otelApiVersion.semver}} |
| `mshell-node-core` (Node.js) | >= 5.4.4 | {{context.evaluation.captures.mshellNodeCoreVersion.semver}} |
| `node-microsite-core` (Node.js) | >= 11.0.0 | {{context.evaluation.captures.nodeMicrositeCoreVersion.semver}} |
| `request-context-skyscanner` (Node.js) | >= 16.2.2 | {{context.evaluation.captures.requestContextVersion.semver}} |",2026-06-20T11:37:21.7474
quote-cache-accessor-flight,Production Observable and Resilient,Orange,Baseline,Fail,Components must follow custom metric naming conventions,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-19T06:11:09.945373
quote-cache-accessor-flight,Technology Stays Current,Orange,Baseline,Fail,Privacy and Consent Adoption,Services are required to adopt at least the specified minimum versions of the listed libraries as part of the P0 Privacy & Consent remediation effort to [remove utid as per](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/). This ensures that downstream data pipelines and ML models can transition from using utid to session_id.,"One or more P0 Privacy Change related libraries are below the minimum required version.
See the [Privacy and Consent: Session ID Adoption](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/) 
page for context around this ask. 
Check the table below for packages installed on your service. 
**Only rows showing a version in the Installed column need action** — empty rows mean the package is not present in your service.

| Library | Required | Installed |
|---|---|---|
| `net.skyscanner.grappler:grappler-logger-sdk` (Java) | >= 10.4.0 | {{context.evaluation.captures.grapplerJavaVersion.semver}} |
| `net.skyscanner.mshell:mshell-java-libs-bom` (Java) | >= 41.2.0 | {{context.evaluation.captures.mshellJavaLibsBomVersion.semver}} |
| `node-grappler-logger-sdk` (Node.js) | >= 3.1.0 | {{context.evaluation.captures.grapplerNodeVersion.semver}} |
| `grappler-logger-py3` (Python) | >= 10.1.0 | {{context.evaluation.captures.grapplerPyVersion.semver}} |
| `@skyscanner-internal/mshell-node-opentelemetry` (Node.js) | >= 4.4.0 | {{context.evaluation.captures.mshellNodeOtelVersion.semver}} |
| `@opentelemetry/api` (Node.js) | >= 1.9.0 | {{context.evaluation.captures.otelApiVersion.semver}} |
| `mshell-node-core` (Node.js) | >= 5.4.4 | {{context.evaluation.captures.mshellNodeCoreVersion.semver}} |
| `node-microsite-core` (Node.js) | >= 11.0.0 | {{context.evaluation.captures.nodeMicrositeCoreVersion.semver}} |
| `request-context-skyscanner` (Node.js) | >= 16.2.2 | {{context.evaluation.captures.requestContextVersion.semver}} |",2026-06-20T09:16:22.954168
quote-cache-accessor-pkg,Production Observable and Resilient,Orange,Baseline,Fail,Components must follow custom metric naming conventions,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-19T00:38:12.032439
quote-cache-accessor-pkg,Technology Stays Current,Orange,Baseline,Fail,Privacy and Consent Adoption,Services are required to adopt at least the specified minimum versions of the listed libraries as part of the P0 Privacy & Consent remediation effort to [remove utid as per](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/). This ensures that downstream data pipelines and ML models can transition from using utid to session_id.,"One or more P0 Privacy Change related libraries are below the minimum required version.
See the [Privacy and Consent: Session ID Adoption](https://production-standards.skyscannerpage.com/standards/technology-stays-current/consent-and-privacy-adoption/) 
page for context around this ask. 
Check the table below for packages installed on your service. 
**Only rows showing a version in the Installed column need action** — empty rows mean the package is not present in your service.

| Library | Required | Installed |
|---|---|---|
| `net.skyscanner.grappler:grappler-logger-sdk` (Java) | >= 10.4.0 | {{context.evaluation.captures.grapplerJavaVersion.semver}} |
| `net.skyscanner.mshell:mshell-java-libs-bom` (Java) | >= 41.2.0 | {{context.evaluation.captures.mshellJavaLibsBomVersion.semver}} |
| `node-grappler-logger-sdk` (Node.js) | >= 3.1.0 | {{context.evaluation.captures.grapplerNodeVersion.semver}} |
| `grappler-logger-py3` (Python) | >= 10.1.0 | {{context.evaluation.captures.grapplerPyVersion.semver}} |
| `@skyscanner-internal/mshell-node-opentelemetry` (Node.js) | >= 4.4.0 | {{context.evaluation.captures.mshellNodeOtelVersion.semver}} |
| `@opentelemetry/api` (Node.js) | >= 1.9.0 | {{context.evaluation.captures.otelApiVersion.semver}} |
| `mshell-node-core` (Node.js) | >= 5.4.4 | {{context.evaluation.captures.mshellNodeCoreVersion.semver}} |
| `node-microsite-core` (Node.js) | >= 11.0.0 | {{context.evaluation.captures.nodeMicrositeCoreVersion.semver}} |
| `request-context-skyscanner` (Node.js) | >= 16.2.2 | {{context.evaluation.captures.requestContextVersion.semver}} |",2026-06-20T09:42:14.739889
quote-cache-proxy-project,Technology Stays Current,Orange,Baseline,Fail,Lambda functions must not use end-of-life runtimes,"Lambda functions must not use runtime versions that have reached end-of-life, as these are no longer supported by AWS, as per [technology-stays-current/aws-lambda](https://production-standards.skyscannerpage.com/standards/technology-stays-current/aws-lambda/).","""To see which resources are failing this rule and must be updated to use a
supported Lambda runtime, check out the [Wiz Security
Graph](https://app.wiz.io/explorer/graph#%7E%28queryTitle%7E%27Lambda*20functions*20must*20not*20use*20eol*20or*20deprecated*20runtime%7Econtrol%7E%277d3283c1-dc23-5a51-a3f2-d3cd12f6782d%7Elayers%7E%28%7E%27public_exposure%29%7Eview%7E%27table%7Equery%7E%28relationships%7E%28%7E%28type%7E%28%7E%28reverse%7Etrue%7Etype%7E%27ALERTED_ON%29%29%7Ewith%7E%28select%7Etrue%7Etype%7E%28%7E%27CONFIGURATION_FINDING%29%7Ewhere%7E%28_and%7E%28%7E%28configurationRuleShortName%7E%28EQUALS%7E%28%7E%27Custom-Rule-2%29%29%29%7E%28_productIDs%7E%28LIST_CONTAINS_ALL%7E%28%7E%27883be774-f164-5203-9348-90177e6be117%29%29%29%29%29%29%29%29%7Eselect%7Etrue%7Etype%7E%28%7E%27SERVERLESS%29%29%29)
and update the Project filter for your project name.""",2026-06-20T08:56:17.245875
quote-comparison,Production Observable and Resilient,Orange,Baseline,Fail,Components must follow custom metric naming conventions,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-19T10:35:30.299283
quote-comparison,Technology Stays Current,Orange,Baseline,Fail,Docker images must be immutable,"Docker images pushed to ECR must not have a latest tag and must have immutable tags enabled, as per
[technology-stays-current/container-images](https://production-standards.skyscannerpage.com/standards/technology-stays-current/container-images/).
To comply with Security Tribe's [Project Digest](https://skyscanner.atlassian.net/wiki/x/I3WnJ).","You must set `latest-tag: false` and `immutable: true` on your Docker image.

You currently have `latest-tag` set to {{context.evaluation.captures.latest-tag}} and `immutable` set to {{context.evaluation.captures.immutable}}",2026-06-20T09:12:46.621619
quote-pipeline-canary,Changes Ship Reliably,Orange,Baseline,Fail,Components must be deployed regularly,"Components must be redeployed at least once every four weeks to ensure redeployability for faster disaster recovery, as per [changes-ship-reliably/redeployability](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/redeployability/).",You have not redeployed your component in the past four weeks. Please ensure that it is redeployed regularly.,2026-06-20T09:58:19.962996
quote-pipeline-canary,Production Observable and Resilient,Orange,Baseline,Fail,Repositories must use only OpenTelemetry API,"Repositories must use only OpenTelemetry API for traces and metrics, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport/).","For traces and metrics, components must be instrumented exclusively with OpenTelemetry API. Other tools like MShellMetrics, StatsD or Grappler log metric are deprecated.

Repository https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}} contains references to deprecated metrics clients.

Detected the following file counts:
* {{context.evaluation.captures.statsd}} files using skyscanner/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=skyscanner%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.statsd_legacy}} files using data-platform/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=data-platform%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.grappler_log_metric}} files using grappler SDK log_metric() logMetric() calls [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=""grappler.log.metric""+extension%3Apy+extension%3Ajs+extension%3Ats)
* {{context.evaluation.captures.mshell_metrics_java}} files using MShellMetrics Java [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=MShellMetrics+extension%3Ajava)
* {{context.evaluation.captures.mshell_metrics_node}} files using mshell-node-metrics [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=mshell-node-metrics+extension%3Ajs)
* {{context.evaluation.captures.mshell_metrics_python}} files using mshell_metrics Python imports [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}//search?q=""from+mshell_metrics""+extension%3Apy)
",2026-06-19T07:40:06.834449
quote-pipeline-canary,Technology Stays Current,Orange,Baseline,Fail,Services must set maxRequestHeaderSize to 32KiB in production Dropwizard config,"Microservices must explicitly set `maxRequestHeaderSize: 32KiB` in
`prod.yml` or equivalent production Dropwizard config, as per
[technology-stays-current/http-request-header-size](https://production-standards.skyscannerpage.com/standards/technology-stays-current/http-request-header-size/).","Set `maxRequestHeaderSize: 32KiB` in every production Dropwizard config
file. If this service is (a) gRPC only and does not serve HTTP traffic, or (b) Not a Java service, please
request an exemption stating this as the reason.

{{^context.evaluation.captures.productionConfigFiles}}
No production Dropwizard config files matching `prod.yml`, `production.yml`, `prod-*.yml`, or `production-*.yml` were found.
{{/context.evaluation.captures.productionConfigFiles}}
{{#context.evaluation.captures.missingHeaderSizeFiles}}
The following production Dropwizard config files are missing `maxRequestHeaderSize: 32KiB`:
- `{{relativePath}}`
{{/context.evaluation.captures.missingHeaderSizeFiles}}",2026-06-20T09:58:27.621081
quote-pipeline-cells,Production Observable and Resilient,Orange,Baseline,Fail,Repositories must use only OpenTelemetry API,"Repositories must use only OpenTelemetry API for traces and metrics, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport/).","For traces and metrics, components must be instrumented exclusively with OpenTelemetry API. Other tools like MShellMetrics, StatsD or Grappler log metric are deprecated.

Repository https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}} contains references to deprecated metrics clients.

Detected the following file counts:
* {{context.evaluation.captures.statsd}} files using skyscanner/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=skyscanner%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.statsd_legacy}} files using data-platform/mshell-statsd [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=data-platform%2Fmshell-statsd+extension%3Ayaml+extension%3Ayml)
* {{context.evaluation.captures.grappler_log_metric}} files using grappler SDK log_metric() logMetric() calls [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=""grappler.log.metric""+extension%3Apy+extension%3Ajs+extension%3Ats)
* {{context.evaluation.captures.mshell_metrics_java}} files using MShellMetrics Java [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=MShellMetrics+extension%3Ajava)
* {{context.evaluation.captures.mshell_metrics_node}} files using mshell-node-metrics [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}/search?q=mshell-node-metrics+extension%3Ajs)
* {{context.evaluation.captures.mshell_metrics_python}} files using mshell_metrics Python imports [github link](https://github.com/{{context.entity.descriptor.info.x-cortex-git.github.repository}}//search?q=""from+mshell_metrics""+extension%3Apy)
",2026-06-19T02:11:08.678032
quote-pipeline-cells,Production Observable and Resilient,Orange,Baseline,Fail,Components must follow custom metric naming conventions,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-19T02:11:08.678032
quote-pipeline-cells,Technology Stays Current,Orange,Baseline,Fail,Docker images must be immutable,"Docker images pushed to ECR must not have a latest tag and must have immutable tags enabled, as per
[technology-stays-current/container-images](https://production-standards.skyscannerpage.com/standards/technology-stays-current/container-images/).
To comply with Security Tribe's [Project Digest](https://skyscanner.atlassian.net/wiki/x/I3WnJ).","You must set `latest-tag: false` and `immutable: true` on your Docker image.

You currently have `latest-tag` set to {{context.evaluation.captures.latest-tag}} and `immutable` set to {{context.evaluation.captures.immutable}}",2026-06-20T09:12:17.5757
quote-pipeline-cells,Technology Stays Current,Orange,Baseline,Fail,Services must set maxRequestHeaderSize to 32KiB in production Dropwizard config,"Microservices must explicitly set `maxRequestHeaderSize: 32KiB` in
`prod.yml` or equivalent production Dropwizard config, as per
[technology-stays-current/http-request-header-size](https://production-standards.skyscannerpage.com/standards/technology-stays-current/http-request-header-size/).","Set `maxRequestHeaderSize: 32KiB` in every production Dropwizard config
file. If this service is (a) gRPC only and does not serve HTTP traffic, or (b) Not a Java service, please
request an exemption stating this as the reason.

{{^context.evaluation.captures.productionConfigFiles}}
No production Dropwizard config files matching `prod.yml`, `production.yml`, `prod-*.yml`, or `production-*.yml` were found.
{{/context.evaluation.captures.productionConfigFiles}}
{{#context.evaluation.captures.missingHeaderSizeFiles}}
The following production Dropwizard config files are missing `maxRequestHeaderSize: 32KiB`:
- `{{relativePath}}`
{{/context.evaluation.captures.missingHeaderSizeFiles}}",2026-06-20T09:12:17.5757
quote-scrape-dags,Anyone Can Contribute Safely,Libra,Baseline,Fail,Repositories must have recent commits scanned by SonarQube,"Repositories must have less than 1 week between the most recent commit and most recent SonarQube scan to ensure code quality is continuously monitored, as per [anyone-can-contribute-safely/code-quality-monitoring](https://production-standards.skyscannerpage.com/standards/anyone-can-contribute-safely/code-quality-monitoring/).",Diff in weeks between most recent commit and most recent SonarQube scan: {{context.evaluation.captures.diff}}. [Note: a blank value indicates no scans performed],2026-06-19T13:01:23.590142
quote-scrape-spark-jobs,Anyone Can Contribute Safely,Libra,Baseline,Fail,Repositories must have recent commits scanned by SonarQube,"Repositories must have less than 1 week between the most recent commit and most recent SonarQube scan to ensure code quality is continuously monitored, as per [anyone-can-contribute-safely/code-quality-monitoring](https://production-standards.skyscannerpage.com/standards/anyone-can-contribute-safely/code-quality-monitoring/).",Diff in weeks between most recent commit and most recent SonarQube scan: {{context.evaluation.captures.diff}}. [Note: a blank value indicates no scans performed],2026-06-19T12:44:24.064249
