Squad,Entity,Scorecard,Rule,Level,Status,Description,Failure Message,Last Evaluated
Kylin,prod_trusted_gold.price_competitiveness.w_flight_price_competitiveness_enriched,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:16:15.390006
Kylin,prod_trusted_gold.price_competitiveness.w_flight_price_competitiveness_enriched,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:16:15.390006
Kylin,prod_trusted_gold.price_competitiveness.w_flight_price_competitiveness_itinerary_aggregated,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:16:17.747004
Kylin,prod_trusted_gold.price_competitiveness.w_flight_price_competitiveness_itinerary_loss,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:16:15.22504
Kylin,prod_trusted_gold.price_competitiveness.w_flight_price_competitiveness_supplier_aggregated,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:16:19.154952
Kylin,prod_trusted_silver.price_competitiveness.flight_data_quality_report_price_competitiveness,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:23:22.444002
Kylin,prod_trusted_silver.price_competitiveness.flight_price_competitiveness,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:23:22.403221
Kylin,prod_trusted_silver.revenue_scraper.partner_booking_performance,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:07.527229
Kylin,prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:09.467209
Kylin,prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:09.467209
Kylin,prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Datasets must have a description,Baseline,Fail,Datasets in Unity Catalog should have a description.,Dataset does not have a description. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:09.467209
Kylin,prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:09.467209
Kylin,prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:09.467209
Kylin,prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:09.467209
Kylin,prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:09.467209
Kylin,prod_trusted_silver.revenue_scraper.tmp_partner_booking_anomaly_detection,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:24:09.467209
Kylin,sandbox-test-project,Technology Stays Current,Lambda functions must not use end-of-life runtimes,Baseline,Fail,"Lambda functions must not use runtime versions that have reached end-of-life, as these are no longer supported by AWS, as per [technology-stays-current/aws-lambda](https://production-standards.skyscannerpage.com/standards/technology-stays-current/aws-lambda/).","""To see which resources are failing this rule and must be updated to use a
supported Lambda runtime, check out the [Wiz Security
Graph](https://app.wiz.io/explorer/graph#%7E%28queryTitle%7E%27Lambda*20functions*20must*20not*20use*20eol*20or*20deprecated*20runtime%7Econtrol%7E%277d3283c1-dc23-5a51-a3f2-d3cd12f6782d%7Elayers%7E%28%7E%27public_exposure%29%7Eview%7E%27table%7Equery%7E%28relationships%7E%28%7E%28type%7E%28%7E%28reverse%7Etrue%7Etype%7E%27ALERTED_ON%29%29%7Ewith%7E%28select%7Etrue%7Etype%7E%28%7E%27CONFIGURATION_FINDING%29%7Ewhere%7E%28_and%7E%28%7E%28configurationRuleShortName%7E%28EQUALS%7E%28%7E%27Custom-Rule-2%29%29%29%7E%28_productIDs%7E%28LIST_CONTAINS_ALL%7E%28%7E%27883be774-f164-5203-9348-90177e6be117%29%29%29%29%29%29%29%29%7Eselect%7Etrue%7Etype%7E%28%7E%27SERVERLESS%29%29%29)
and update the Project filter for your project name.""",2026-06-24T15:17:59.697328
Libra,libra-agent-service,Production Observable and Resilient,Components must follow custom metric naming conventions,Baseline,Fail,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-24T10:48:00.373378
Libra,libra-agent-service,Technology Stays Current,Services must be written in Java,Baseline,Fail,"Services must use Java as the primary programming language, as per [production standards](https://production-standards.skyscannerpage.com/standards/technology-stays-current/microservice/).",,2026-06-24T17:41:39.434348
Libra,partner-metadata-svc,Production Observable and Resilient,Components must follow custom metric naming conventions,Baseline,Fail,"Components must follow custom metric naming conventions, as per [production-observable-and-resilient/metrics/01-instrumentation-and-transport](https://production-standards.skyscannerpage.com/standards/production-observable-and-resilient/metrics/01-instrumentation-and-transport).","* {{context.evaluation.captures.rule.message}}
* Details: {{context.evaluation.captures.rule.details}}
* [Rule definition](https://github.com/Skyscanner/cortex-enrichment/blob/main/jobs/observability_rules/metric_naming_convention_rule.py)
",2026-06-23T22:12:38.996798
Libra,pqs-pipeline-batch-jobs,Changes Ship Reliably,Components must have consistent catalog naming,Baseline,Fail,"Component names in Slingshot manifests must match the entity names in the catalog to maintain catalog integrity and enable reliable measurements, as per [changes-ship-reliably/component-service-name-mapping](https://production-standards.skyscannerpage.com/standards/changes-ship-reliably/component-service-name-mapping/).","Component names in your Slingshot manifest do not match the entity names in the catalog. To resolve this issue, ensure your serviceName in Slingshot configuration exactly matches your componentName in .catalog.yml. See the [Component Service Name Mapping guide](https://skyscanner.atlassian.net/wiki/x/o9K6Tg) for detailed migration steps and support resources.",2026-06-24T13:52:29.640224
Libra,prod_trusted_bronze.grappler_master_archive.partner_quality_rating_2017_to_2022,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:43:34.518659
Libra,prod_trusted_bronze.internal.frontend_pqs_mininegativesurvey,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:16.901214
Libra,prod_trusted_bronze.internal.frontend_pqs_mininegativesurvey,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:16.901214
Libra,prod_trusted_bronze.internal.frontend_pqs_mininegativesurvey,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:16.901214
Libra,prod_trusted_bronze.internal.frontend_pqs_mininegativesurvey,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:16.901214
Libra,prod_trusted_bronze.internal.frontend_pqs_mininegativesurvey,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:16.901214
Libra,prod_trusted_bronze.internal.frontend_pqs_mininegativesurvey,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:16.901214
Libra,prod_trusted_bronze.internal.frontend_pqs_mininegativesurvey,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:16.901214
Libra,prod_trusted_bronze.internal.frontend_pqs_minisurvey,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:23.179759
Libra,prod_trusted_bronze.internal.frontend_pqs_minisurvey,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:23.179759
Libra,prod_trusted_bronze.internal.frontend_pqs_minisurvey,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:23.179759
Libra,prod_trusted_bronze.internal.frontend_pqs_minisurvey,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:23.179759
Libra,prod_trusted_bronze.internal.frontend_pqs_minisurvey,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:23.179759
Libra,prod_trusted_bronze.internal.frontend_pqs_minisurvey,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:23.179759
Libra,prod_trusted_bronze.internal.frontend_pqs_minisurvey,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:49:23.179759
Libra,prod_trusted_bronze.internal.web_carhire_pqs_experience,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:56:29.356454
Libra,prod_trusted_bronze.internal.web_carhire_pqs_experience,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:56:29.356454
Libra,prod_trusted_bronze.internal.web_carhire_pqs_experience,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:56:29.356454
Libra,prod_trusted_bronze.internal.web_carhire_pqs_experience,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:56:29.356454
Libra,prod_trusted_bronze.internal.web_carhire_pqs_rating,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:56:36.769201
Libra,prod_trusted_bronze.internal.web_carhire_pqs_rating,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:56:36.769201
Libra,prod_trusted_bronze.internal.web_carhire_pqs_rating,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:56:36.769201
Libra,prod_trusted_bronze.internal.web_carhire_pqs_rating,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:56:36.769201
Libra,prod_trusted_bronze.pqs_chattermill.pqs_v2_user_feedback_chattermill,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:57:56.461963
Libra,prod_trusted_bronze.pqs_unitq.pqs_v2_user_feedback_unitq,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T08:57:54.474234
Libra,prod_trusted_gold.partner_quality_score.pqs_v2_analysis_partner_quality_score,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:15:37.053073
Libra,prod_trusted_gold.partner_quality_score.pqs_v2_published_score,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:15:43.516046
Libra,prod_trusted_gold.partner_quality_score.w_pqs_v1_booking_panels_agg,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:15:46.569906
Libra,prod_trusted_gold.partner_quality_score.w_pqs_v1_partner_quality_score_data,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:15:47.051262
Libra,prod_trusted_gold.partner_quality_score.w_pqs_v1_survey_data,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:15:48.806731
Libra,prod_trusted_gold.partner_quality_score.w_pqs_v2_partner_quality_score_analysis_for_old_tb,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:15:49.175164
Libra,prod_trusted_gold.partner_quality_score.w_pqs_v2_survey_analysis_for_old_tb,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:15:52.612645
Libra,prod_trusted_gold.quote_scraping.w_quote_scrape_api_health,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:28:37.723601
Libra,prod_trusted_silver.partner_quality_score.pqs_pv1_artner_quality_score_v3_temp,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:22:13.915314
Libra,prod_trusted_silver.partner_quality_score.pqs_pv1_artner_quality_score_v3_temp,"Data, AI, and ML Governed",Datasets with business critical data must be monitored by Monte Carlo,Baseline,Fail,"Business critical datasets must be monitored by Monte Carlo.

See how-to guide for enabling Monte Carlo monitoring: https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/1073352149/HOW+TO+Setup+Monte+Carlo+for+achieving+Dataset+Health+Level+3",Dataset is not monitored by Monte Carlo.,2026-06-24T09:22:13.915314
Libra,prod_trusted_silver.partner_quality_score.pqs_pv1_artner_quality_score_v3_temp,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:22:13.915314
